,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
33823,INN33824,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1,Canceled
2376,INN02377,2,0,0,2,Not Selected,0,Room_Type 1,1,2017,11,5,Online,0,0,0,95.0,1,Not_Canceled
34826,INN34827,2,1,2,5,Meal Plan 2,0,Room_Type 1,186,2018,8,1,Online,0,0,0,164.25,2,Canceled
11184,INN11185,1,0,2,2,Meal Plan 1,0,Room_Type 1,39,2018,11,27,Corporate,0,0,0,65.0,0,Not_Canceled
34174,INN34175,2,0,1,3,Meal Plan 1,0,Room_Type 1,10,2017,9,3,Offline,0,0,0,85.0,0,Not_Canceled
26082,INN26083,2,0,0,2,Meal Plan 1,0,Room_Type 1,15,2018,2,16,Online,0,0,0,91.0,1,Canceled
27887,INN27888,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,3,20,Offline,0,0,0,75.0,0,Canceled
22477,INN22478,1,0,1,0,Not Selected,0,Room_Type 1,7,2018,4,11,Online,0,0,0,89.0,0,Not_Canceled
25823,INN25824,2,0,1,3,Meal Plan 1,0,Room_Type 4,89,2018,5,16,Online,0,0,0,132.6,1,Not_Canceled
22239,INN22240,1,0,1,0,Meal Plan 1,0,Room_Type 1,111,2018,10,10,Offline,0,0,0,120.0,0,Canceled
34088,INN34089,1,0,1,0,Meal Plan 1,0,Room_Type 1,37,2018,5,8,Corporate,1,0,2,65.0,0,Not_Canceled
6555,INN06556,2,0,1,2,Meal Plan 1,0,Room_Type 4,79,2017,12,11,Offline,0,0,0,60.0,0,Not_Canceled
34281,INN34282,2,0,1,2,Meal Plan 1,0,Room_Type 4,91,2018,5,13,Online,0,0,0,140.4,0,Canceled
11442,INN11443,2,0,0,2,Meal Plan 1,0,Room_Type 1,308,2018,11,25,Offline,0,0,0,52.0,0,Canceled
26420,INN26421,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,10,22,Online,0,0,0,160.0,0,Canceled
10667,INN10668,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
30102,INN30103,2,0,2,3,Meal Plan 1,0,Room_Type 1,14,2018,7,2,Online,0,0,0,151.0,2,Not_Canceled
7959,INN07960,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,1,Canceled
5392,INN05393,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,11,1,Corporate,1,0,1,75.0,0,Not_Canceled
34961,INN34962,2,0,1,3,Meal Plan 1,0,Room_Type 1,116,2018,5,19,Online,0,0,0,136.0,1,Canceled
24002,INN24003,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
6157,INN06158,2,0,1,1,Not Selected,0,Room_Type 1,24,2018,9,26,Online,0,0,0,107.1,0,Canceled
25993,INN25994,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,11,5,Online,0,0,0,130.0,1,Canceled
9120,INN09121,2,0,2,1,Meal Plan 1,0,Room_Type 1,53,2018,8,27,Offline,0,0,0,77.04,0,Canceled
724,INN00725,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Online,0,0,0,115.0,1,Canceled
18375,INN18376,2,0,0,2,Meal Plan 1,0,Room_Type 1,71,2018,6,17,Offline,0,0,0,80.75,0,Not_Canceled
28762,INN28763,1,0,0,1,Meal Plan 1,0,Room_Type 1,26,2017,10,21,Corporate,0,0,0,65.0,0,Not_Canceled
986,INN00987,2,0,0,4,Meal Plan 1,0,Room_Type 1,88,2018,3,23,Online,0,0,0,88.7,0,Not_Canceled
28489,INN28490,2,0,0,2,Meal Plan 1,0,Room_Type 1,18,2018,1,12,Online,0,0,0,73.95,0,Not_Canceled
28829,INN28830,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
3558,INN03559,2,0,1,2,Meal Plan 1,0,Room_Type 1,35,2018,3,7,Online,0,0,0,81.9,0,Canceled
6823,INN06824,1,0,0,2,Meal Plan 1,0,Room_Type 1,6,2017,12,10,Online,1,1,0,0.0,0,Not_Canceled
35148,INN35149,2,0,0,1,Meal Plan 1,0,Room_Type 1,32,2018,1,16,Online,0,0,0,78.3,0,Canceled
6888,INN06889,1,0,0,3,Meal Plan 1,0,Room_Type 1,221,2018,9,29,Online,0,0,0,115.5,2,Canceled
24366,INN24367,2,0,2,1,Meal Plan 1,0,Room_Type 4,64,2018,8,27,Online,0,0,0,143.4,1,Canceled
611,INN00612,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,9,27,Corporate,0,0,0,160.0,0,Not_Canceled
5737,INN05738,2,0,2,5,Meal Plan 1,0,Room_Type 1,106,2018,5,8,Online,0,0,0,105.28,0,Canceled
20171,INN20172,2,1,0,3,Meal Plan 1,0,Room_Type 1,184,2018,10,4,Online,0,0,0,125.1,0,Canceled
31,INN00032,2,0,2,2,Meal Plan 1,0,Room_Type 1,107,2018,11,13,Online,0,0,0,87.5,1,Not_Canceled
7643,INN07644,1,0,1,5,Meal Plan 1,0,Room_Type 4,78,2018,7,5,Online,0,0,0,130.2,0,Canceled
4849,INN04850,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120.0,0,Canceled
34186,INN34187,2,0,0,1,Meal Plan 2,0,Room_Type 1,48,2017,9,11,Offline,0,0,0,104.0,0,Not_Canceled
18617,INN18618,2,0,1,0,Meal Plan 1,0,Room_Type 4,18,2018,6,13,Online,0,0,0,97.02,0,Not_Canceled
29376,INN29377,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,2,12,Online,0,0,0,102.0,2,Not_Canceled
12889,INN12890,2,0,2,8,Meal Plan 1,0,Room_Type 4,78,2018,3,1,Online,0,0,0,83.85,1,Not_Canceled
30253,INN30254,3,0,1,1,Meal Plan 1,0,Room_Type 4,42,2018,3,12,Online,0,0,0,114.3,0,Not_Canceled
19147,INN19148,2,2,0,3,Meal Plan 1,0,Room_Type 6,117,2018,5,5,Online,0,0,0,177.3,2,Not_Canceled
19506,INN19507,2,0,1,4,Meal Plan 1,0,Room_Type 7,190,2018,6,22,Offline,0,0,0,110.0,0,Canceled
24143,INN24144,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,Canceled
12344,INN12345,2,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90.0,0,Canceled
35357,INN35358,2,0,0,1,Meal Plan 1,0,Room_Type 1,258,2018,9,29,Online,0,0,0,106.2,1,Canceled
28893,INN28894,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,62.8,0,Canceled
6858,INN06859,2,0,0,3,Meal Plan 1,0,Room_Type 1,58,2018,4,28,Online,0,0,0,120.0,0,Canceled
15982,INN15983,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled
4418,INN04419,2,0,2,4,Meal Plan 1,0,Room_Type 1,140,2018,5,28,Online,0,0,0,75.44,1,Not_Canceled
33464,INN33465,2,0,0,3,Not Selected,0,Room_Type 1,9,2018,2,4,Online,0,0,0,79.0,0,Canceled
3155,INN03156,2,0,0,2,Meal Plan 1,0,Room_Type 4,1,2018,3,1,Complementary,1,0,1,0.0,1,Not_Canceled
31429,INN31430,2,0,2,8,Meal Plan 1,0,Room_Type 1,133,2018,6,28,Online,0,0,0,95.2,1,Not_Canceled
17378,INN17379,2,0,1,1,Meal Plan 1,0,Room_Type 1,9,2017,10,31,Online,0,0,0,87.0,1,Not_Canceled
10359,INN10360,2,0,1,3,Meal Plan 1,0,Room_Type 1,70,2018,4,4,Online,0,0,0,90.95,2,Not_Canceled
26896,INN26897,1,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,6,22,Corporate,0,0,0,90.0,0,Not_Canceled
27212,INN27213,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,Offline,0,0,0,140.0,0,Not_Canceled
13997,INN13998,1,0,0,2,Meal Plan 2,0,Room_Type 1,239,2018,6,15,Offline,0,0,0,90.6,0,Canceled
23803,INN23804,2,0,2,3,Meal Plan 1,0,Room_Type 4,144,2018,5,22,Online,0,0,0,112.03,1,Not_Canceled
18694,INN18695,3,0,0,3,Meal Plan 1,0,Room_Type 1,81,2018,2,24,Offline,0,0,0,92.1,0,Not_Canceled
8713,INN08714,2,0,0,3,Not Selected,0,Room_Type 1,107,2018,7,7,Online,0,0,0,103.5,0,Canceled
10290,INN10291,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,10,17,Corporate,0,0,0,95.0,0,Not_Canceled
733,INN00734,2,0,2,2,Meal Plan 1,0,Room_Type 4,47,2018,9,18,Online,0,0,0,119.52,0,Not_Canceled
22230,INN22231,2,0,0,1,Meal Plan 1,0,Room_Type 6,1,2018,12,17,Complementary,0,0,0,0.0,1,Not_Canceled
34297,INN34298,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Offline,0,0,0,120.0,0,Canceled
15855,INN15856,2,0,2,3,Meal Plan 1,0,Room_Type 1,3,2018,11,3,Online,0,0,0,146.4,2,Not_Canceled
19697,INN19698,2,0,1,2,Meal Plan 1,0,Room_Type 1,34,2017,10,12,Online,0,0,0,103.5,1,Not_Canceled
25488,INN25489,2,0,0,3,Meal Plan 1,0,Room_Type 1,41,2018,3,31,Online,0,0,0,117.9,1,Not_Canceled
4051,INN04052,3,0,0,1,Meal Plan 1,0,Room_Type 4,203,2018,8,27,Online,0,0,0,137.7,1,Canceled
23822,INN23823,2,1,1,3,Meal Plan 1,0,Room_Type 1,21,2018,7,25,Online,0,0,0,178.0,1,Canceled
9861,INN09862,2,0,2,2,Meal Plan 1,0,Room_Type 1,30,2018,3,11,Offline,0,0,0,85.0,1,Not_Canceled
7920,INN07921,3,0,1,5,Meal Plan 1,0,Room_Type 4,31,2018,10,3,Online,0,0,0,173.25,1,Canceled
25350,INN25351,2,0,0,1,Meal Plan 1,0,Room_Type 4,74,2018,7,9,Online,0,0,0,127.8,0,Canceled
30306,INN30307,2,0,1,2,Not Selected,0,Room_Type 1,69,2018,3,11,Online,0,0,0,48.6,0,Not_Canceled
25516,INN25517,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,1,13,Complementary,1,0,13,0.0,2,Not_Canceled
34710,INN34711,3,0,1,1,Meal Plan 1,0,Room_Type 4,46,2018,5,16,Online,0,0,0,163.8,2,Not_Canceled
24524,INN24525,3,0,0,4,Meal Plan 1,0,Room_Type 4,172,2018,8,10,Offline,0,0,0,114.41,1,Canceled
31251,INN31252,2,1,0,5,Meal Plan 1,0,Room_Type 5,63,2018,7,26,Offline,0,0,0,131.75,2,Not_Canceled
3337,INN03338,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Online,0,0,0,89.0,0,Canceled
14687,INN14688,1,0,1,1,Meal Plan 1,0,Room_Type 1,45,2018,1,23,Online,0,0,0,72.9,0,Canceled
35581,INN35582,2,1,0,2,Meal Plan 1,0,Room_Type 1,112,2018,7,15,Online,0,0,0,121.5,2,Not_Canceled
20395,INN20396,2,0,0,1,Meal Plan 1,0,Room_Type 1,50,2018,6,22,Online,0,0,0,76.92,1,Not_Canceled
19117,INN19118,2,0,2,1,Meal Plan 1,0,Room_Type 4,125,2018,6,19,Online,0,0,0,102.8,2,Not_Canceled
485,INN00486,2,0,1,0,Not Selected,0,Room_Type 1,4,2018,9,19,Offline,0,0,0,85.0,0,Not_Canceled
25342,INN25343,2,0,1,2,Meal Plan 1,0,Room_Type 4,112,2018,5,27,Online,0,0,0,140.4,1,Not_Canceled
35543,INN35544,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,94.5,0,Not_Canceled
32485,INN32486,2,0,2,5,Meal Plan 1,0,Room_Type 1,77,2018,3,22,Online,0,0,0,87.31,0,Not_Canceled
17289,INN17290,3,0,0,2,Meal Plan 1,0,Room_Type 4,65,2018,12,7,Online,0,0,0,126.0,1,Not_Canceled
21133,INN21134,1,0,1,1,Not Selected,0,Room_Type 1,2,2018,5,23,Online,0,0,0,105.34,1,Canceled
34642,INN34643,2,0,1,5,Not Selected,0,Room_Type 1,85,2018,3,28,Online,0,0,0,72.25,2,Not_Canceled
29677,INN29678,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,1,4,Corporate,1,2,15,66.0,0,Not_Canceled
28036,INN28037,2,0,0,3,Not Selected,0,Room_Type 1,139,2018,6,15,Online,0,0,0,116.1,2,Not_Canceled
24108,INN24109,2,0,0,2,Meal Plan 1,0,Room_Type 1,101,2018,6,17,Offline,0,0,0,95.88,0,Canceled
30316,INN30317,1,0,0,5,Meal Plan 1,0,Room_Type 4,52,2018,5,31,Online,0,0,0,140.4,0,Not_Canceled
23825,INN23826,1,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,2,18,Offline,0,0,0,86.0,0,Not_Canceled
3944,INN03945,2,0,0,2,Meal Plan 1,1,Room_Type 1,9,2017,8,20,Online,0,0,0,99.0,3,Not_Canceled
21445,INN21446,2,0,1,3,Not Selected,0,Room_Type 1,219,2018,10,6,Online,0,0,0,92.65,0,Canceled
6375,INN06376,1,0,2,2,Meal Plan 1,0,Room_Type 1,20,2018,11,6,Online,0,0,0,124.16,1,Not_Canceled
27768,INN27769,2,0,0,1,Not Selected,0,Room_Type 4,2,2018,9,22,Online,0,0,0,155.81,0,Not_Canceled
32605,INN32606,2,0,1,2,Not Selected,0,Room_Type 1,49,2018,10,3,Online,0,0,0,108.0,1,Not_Canceled
18244,INN18245,2,0,2,2,Not Selected,0,Room_Type 1,4,2017,12,26,Offline,0,0,0,52.5,2,Not_Canceled
1590,INN01591,1,0,0,1,Meal Plan 1,0,Room_Type 7,1,2018,5,17,Complementary,1,4,16,0.0,1,Not_Canceled
6248,INN06249,3,0,2,0,Meal Plan 1,0,Room_Type 4,40,2018,8,14,Online,0,0,0,177.3,3,Not_Canceled
30677,INN30678,1,0,1,0,Meal Plan 1,0,Room_Type 1,20,2018,1,10,Corporate,0,0,0,66.0,0,Not_Canceled
11883,INN11884,1,0,4,10,Meal Plan 1,0,Room_Type 1,3,2018,10,2,Complementary,0,0,0,0.0,0,Not_Canceled
6730,INN06731,2,0,2,1,Not Selected,0,Room_Type 1,2,2018,8,28,Offline,0,0,0,75.0,0,Not_Canceled
19186,INN19187,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,11,30,Corporate,0,0,0,73.0,1,Not_Canceled
5238,INN05239,2,0,0,3,Meal Plan 1,0,Room_Type 1,144,2018,9,22,Online,0,0,0,129.6,1,Not_Canceled
1696,INN01697,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,110.0,1,Not_Canceled
19518,INN19519,1,0,2,5,Meal Plan 1,0,Room_Type 1,7,2018,1,11,Online,0,0,0,73.9,0,Not_Canceled
1075,INN01076,2,0,2,3,Meal Plan 1,0,Room_Type 4,76,2018,3,20,Online,0,0,0,110.15,1,Not_Canceled
25234,INN25235,2,0,2,2,Meal Plan 1,0,Room_Type 4,4,2018,11,26,Online,0,0,0,75.51,0,Not_Canceled
978,INN00979,2,0,0,2,Meal Plan 1,0,Room_Type 1,96,2018,6,29,Online,0,0,0,118.8,1,Not_Canceled
12253,INN12254,1,0,1,3,Meal Plan 1,0,Room_Type 1,99,2018,10,24,Online,0,0,0,92.48,0,Canceled
17166,INN17167,1,0,2,2,Meal Plan 1,0,Room_Type 1,49,2017,9,18,Online,0,0,0,69.11,0,Not_Canceled
25906,INN25907,1,0,0,1,Not Selected,0,Room_Type 3,0,2017,12,31,Complementary,0,0,0,0.0,0,Not_Canceled
8386,INN08387,2,0,2,1,Meal Plan 1,0,Room_Type 4,172,2018,9,18,Offline,0,0,0,90.95,1,Not_Canceled
12968,INN12969,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,6,17,Online,0,0,0,129.0,2,Not_Canceled
10637,INN10638,2,0,0,3,Not Selected,0,Room_Type 1,151,2018,6,2,Online,0,0,0,95.4,0,Canceled
19876,INN19877,2,0,2,5,Meal Plan 1,0,Room_Type 4,108,2018,7,16,Online,0,0,0,121.37,0,Canceled
14003,INN14004,2,0,1,0,Not Selected,0,Room_Type 1,32,2018,5,8,Online,0,0,0,116.1,1,Not_Canceled
23343,INN23344,2,0,1,1,Not Selected,0,Room_Type 1,120,2018,5,2,Online,0,0,0,94.5,1,Not_Canceled
30341,INN30342,2,2,0,4,Meal Plan 1,0,Room_Type 6,184,2018,10,25,Online,0,0,0,162.9,1,Canceled
2112,INN02113,2,0,1,3,Meal Plan 1,0,Room_Type 4,115,2018,5,2,Offline,0,0,0,90.95,1,Not_Canceled
11841,INN11842,2,0,0,4,Not Selected,0,Room_Type 1,106,2018,4,27,Online,0,0,0,85.0,0,Canceled
4506,INN04507,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,12,3,Online,0,0,0,114.0,0,Not_Canceled
32891,INN32892,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,2018,10,1,Online,0,0,0,150.0,1,Not_Canceled
31753,INN31754,2,0,0,4,Meal Plan 1,0,Room_Type 1,57,2018,3,30,Online,0,0,0,85.85,1,Not_Canceled
9447,INN09448,2,0,0,1,Not Selected,0,Room_Type 1,37,2018,5,7,Online,0,0,0,89.4,0,Not_Canceled
3339,INN03340,2,0,2,1,Meal Plan 1,0,Room_Type 4,152,2018,2,20,Offline,0,0,0,62.0,1,Not_Canceled
6672,INN06673,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,6,8,Corporate,1,0,2,92.5,0,Not_Canceled
924,INN00925,2,0,1,3,Meal Plan 1,0,Room_Type 4,182,2018,8,15,Online,0,0,0,112.2,1,Canceled
31653,INN31654,2,0,0,4,Meal Plan 1,0,Room_Type 4,255,2018,9,20,Online,0,0,0,122.83,0,Canceled
30773,INN30774,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
19867,INN19868,2,0,0,1,Meal Plan 1,0,Room_Type 2,66,2018,8,4,Online,0,0,0,127.38,1,Not_Canceled
23198,INN23199,1,0,0,1,Meal Plan 1,1,Room_Type 1,6,2018,12,8,Corporate,1,0,4,67.0,0,Not_Canceled
7971,INN07972,2,0,1,2,Meal Plan 2,0,Room_Type 1,315,2018,9,30,Offline,0,0,0,160.0,0,Canceled
30147,INN30148,2,0,2,3,Meal Plan 1,0,Room_Type 1,156,2018,8,14,Online,0,0,0,106.25,1,Canceled
18926,INN18927,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,22,Online,0,0,0,145.0,1,Not_Canceled
11833,INN11834,2,2,2,1,Meal Plan 1,0,Room_Type 6,154,2018,6,12,Online,0,0,0,189.9,0,Canceled
3051,INN03052,2,0,2,2,Meal Plan 1,0,Room_Type 1,37,2018,4,29,Online,0,0,0,126.9,0,Canceled
25567,INN25568,2,0,3,7,Not Selected,0,Room_Type 1,261,2018,12,26,Online,0,0,0,68.51,0,Canceled
31404,INN31405,2,0,0,2,Meal Plan 2,0,Room_Type 4,80,2017,10,9,Offline,0,0,0,136.0,0,Not_Canceled
12521,INN12522,1,0,0,1,Meal Plan 1,0,Room_Type 1,25,2018,11,29,Online,0,0,0,75.2,0,Not_Canceled
3315,INN03316,2,0,1,1,Meal Plan 1,0,Room_Type 2,0,2017,12,5,Online,0,0,0,73.64,0,Not_Canceled
23601,INN23602,2,0,2,2,Meal Plan 1,0,Room_Type 4,132,2018,5,13,Online,0,0,0,113.05,1,Not_Canceled
27005,INN27006,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Offline,0,0,0,65.0,0,Canceled
32087,INN32088,2,0,1,3,Not Selected,0,Room_Type 1,21,2018,5,9,Online,0,0,0,114.0,2,Not_Canceled
14018,INN14019,2,0,2,5,Meal Plan 1,0,Room_Type 1,31,2018,11,14,Online,0,0,0,64.67,1,Not_Canceled
22601,INN22602,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,9,Corporate,0,0,0,100.0,0,Not_Canceled
13221,INN13222,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled
31104,INN31105,2,0,0,4,Meal Plan 1,0,Room_Type 1,57,2018,3,30,Online,0,0,0,85.85,1,Not_Canceled
20240,INN20241,2,0,1,0,Not Selected,0,Room_Type 1,2,2018,6,13,Online,0,0,0,79.0,1,Not_Canceled
25397,INN25398,2,0,2,2,Meal Plan 1,0,Room_Type 1,41,2018,8,20,Online,0,0,0,140.4,1,Not_Canceled
7451,INN07452,2,0,0,2,Meal Plan 1,0,Room_Type 1,59,2018,1,28,Offline,0,0,0,87.0,1,Not_Canceled
10506,INN10507,2,0,1,3,Meal Plan 1,0,Room_Type 1,24,2018,2,25,Offline,0,0,0,59.5,0,Not_Canceled
24132,INN24133,1,0,0,1,Meal Plan 1,0,Room_Type 5,6,2018,12,6,Corporate,1,0,4,105.0,0,Not_Canceled
4264,INN04265,2,0,2,3,Meal Plan 1,0,Room_Type 4,47,2018,10,16,Online,0,0,0,97.82,1,Not_Canceled
21693,INN21694,3,0,0,2,Meal Plan 1,0,Room_Type 4,4,2018,3,22,Online,0,0,0,137.0,0,Not_Canceled
12911,INN12912,2,0,2,3,Meal Plan 1,0,Room_Type 1,27,2018,3,6,Offline,0,0,0,87.0,0,Not_Canceled
21084,INN21085,2,0,0,3,Not Selected,0,Room_Type 1,58,2018,2,4,Online,0,0,0,53.97,1,Not_Canceled
29853,INN29854,1,0,1,0,Meal Plan 1,0,Room_Type 5,111,2018,10,10,Offline,0,0,0,120.0,0,Canceled
3285,INN03286,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,1,26,Corporate,1,0,8,66.0,0,Not_Canceled
1141,INN01142,2,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,107.0,1,Not_Canceled
27731,INN27732,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,2017,10,7,Online,0,0,0,164.0,2,Not_Canceled
20979,INN20980,2,0,1,2,Meal Plan 1,0,Room_Type 4,185,2018,12,16,Online,0,0,0,103.5,0,Not_Canceled
21113,INN21114,2,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,12,27,Offline,0,0,0,65.0,0,Not_Canceled
34904,INN34905,2,0,1,2,Meal Plan 1,0,Room_Type 1,42,2018,11,11,Online,0,0,0,121.33,4,Not_Canceled
20062,INN20063,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65.0,0,Not_Canceled
13489,INN13490,2,0,0,2,Meal Plan 1,0,Room_Type 1,31,2018,6,2,Offline,0,0,0,100.0,0,Not_Canceled
31285,INN31286,2,0,2,2,Meal Plan 1,0,Room_Type 4,31,2018,9,9,Online,0,0,0,149.4,2,Not_Canceled
9985,INN09986,2,0,1,0,Meal Plan 1,0,Room_Type 4,30,2018,9,11,Online,0,0,0,149.4,1,Not_Canceled
30069,INN30070,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,Canceled
3067,INN03068,2,0,2,1,Meal Plan 1,0,Room_Type 1,145,2018,1,3,Offline,0,0,0,65.0,0,Not_Canceled
35154,INN35155,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,2018,9,8,Offline,0,0,0,70.0,0,Canceled
29570,INN29571,3,0,0,4,Meal Plan 1,1,Room_Type 4,141,2018,8,31,Online,0,0,0,167.4,0,Not_Canceled
34172,INN34173,2,0,0,2,Not Selected,0,Room_Type 1,30,2018,1,1,Online,0,0,0,92.0,1,Not_Canceled
11159,INN11160,2,0,1,2,Meal Plan 1,0,Room_Type 4,28,2018,6,13,Online,0,0,0,130.8,0,Canceled
33329,INN33330,2,0,0,2,Meal Plan 1,0,Room_Type 2,179,2018,8,31,Online,0,0,0,103.69,0,Canceled
22614,INN22615,2,0,0,3,Meal Plan 1,0,Room_Type 1,24,2018,12,15,Online,0,0,0,104.0,1,Not_Canceled
15969,INN15970,2,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,9,16,Offline,0,0,0,75.0,0,Not_Canceled
27857,INN27858,2,0,0,1,Meal Plan 2,0,Room_Type 1,13,2018,4,28,Online,0,0,0,169.0,0,Canceled
24617,INN24618,2,0,1,4,Meal Plan 2,0,Room_Type 4,190,2018,12,26,Online,0,0,0,130.05,0,Not_Canceled
4421,INN04422,2,0,0,1,Meal Plan 1,0,Room_Type 1,125,2017,12,25,Online,0,0,0,72.25,1,Not_Canceled
26759,INN26760,2,0,0,3,Not Selected,0,Room_Type 1,118,2018,10,25,Online,0,0,0,80.1,2,Canceled
3737,INN03738,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130.0,0,Canceled
35633,INN35634,2,0,1,2,Meal Plan 1,0,Room_Type 1,29,2018,11,11,Online,0,0,0,88.76,1,Not_Canceled
193,INN00194,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Online,0,0,0,130.0,0,Canceled
30890,INN30891,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,2018,4,22,Offline,0,0,0,106.0,0,Canceled
18555,INN18556,2,0,1,5,Meal Plan 1,0,Room_Type 1,69,2018,8,15,Online,0,0,0,135.9,1,Not_Canceled
18612,INN18613,2,0,0,3,Meal Plan 1,0,Room_Type 1,104,2018,4,19,Online,0,0,0,68.42,0,Not_Canceled
26664,INN26665,2,2,0,3,Meal Plan 1,0,Room_Type 6,5,2018,5,19,Online,0,0,0,230.0,2,Not_Canceled
25480,INN25481,2,0,0,4,Meal Plan 1,0,Room_Type 1,169,2018,10,25,Online,0,0,0,90.9,0,Canceled
29020,INN29021,2,0,0,2,Not Selected,0,Room_Type 1,165,2018,7,8,Online,0,0,0,94.5,0,Canceled
6345,INN06346,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,Not_Canceled
8073,INN08074,1,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,58.0,0,Not_Canceled
18568,INN18569,2,0,2,1,Not Selected,0,Room_Type 1,197,2018,10,30,Online,0,0,0,82.5,0,Canceled
10750,INN10751,1,0,1,0,Meal Plan 1,0,Room_Type 4,4,2018,10,10,Aviation,0,0,0,110.0,0,Not_Canceled
2542,INN02543,2,0,0,1,Meal Plan 1,0,Room_Type 4,9,2018,7,8,Complementary,1,0,5,0.0,2,Not_Canceled
13366,INN13367,1,0,1,0,Not Selected,0,Room_Type 1,3,2018,5,16,Online,0,0,0,64.68,1,Not_Canceled
4089,INN04090,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
24956,INN24957,2,2,0,2,Meal Plan 1,0,Room_Type 4,10,2018,8,5,Online,0,0,0,186.0,1,Not_Canceled
469,INN00470,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,2017,12,27,Offline,0,0,0,58.0,0,Not_Canceled
30772,INN30773,2,0,1,3,Meal Plan 1,1,Room_Type 4,25,2018,11,10,Online,0,0,0,126.48,2,Not_Canceled
